ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Dataset
8397,1.05,Ideal,G,VVS2,EX,EX,GIA,9000.00000,Test
8398,2.09,Ideal,I,VS1,EX,EX,GIA,19201.00000,Test
8399,2.07,Very Good,I,VS1,EX,EX,AGSL,19752.00000,Test
8400,0.78,Very Good,G,VS2,VG,VG,GIA,3074.00000,Test
8401,1.55,Ideal,D,SI1,VG,VG,GIA,12850.00000,Test
8402,1.21,Very Good,G,SI1,EX,EX,GIA,6549.00000,Test
8403,0.81,Very Good,H,VS1,ID,ID,AGSL,3314.00000,Test
8404,1.52,Very Good,I,SI1,EX,EX,GIA,8703.00000,Test
8405,1,Fair,E,VS2,VG,VG,GIA,5904.00000,Test
8406,1.06,Ideal,F,VVS1,EX,VG,GIA,10343.00000,Test
8407,1.09,Ideal,F,SI1,EX,EX,GIA,5950.00000,Test
8408,1.07,Ideal,G,VS2,EX,EX,GIA,7318.00000,Test
8409,1.58,Very Good,D,SI1,VG,VG,GIA,12799.00000,Test
8410,1.24,Very Good,F,VVS2,VG,VG,GIA,11559.00000,Test
8411,1.01,Good,H,SI1,VG,G,GIA,4496.00000,Test
8412,1.2,Very Good,E,VS1,G,G,GIA,9904.00000,Test
8413,1.26,Very Good,I,VS2,G,G,GIA,6401.00000,Test
8414,1.13,Ideal,F,VVS1,VG,VG,GIA,11051.00000,Test
8415,1.06,Very Good,E,VS1,EX,G,GIA,8219.00000,Test
8416,1.13,Ideal,G,VS1,VG,VG,GIA,7787.00000,Test
8417,1,Very Good,H,SI1,EX,EX,GIA,5247.00000,Test
8418,0.93,Ideal,E,SI1,EX,VG,GIA,4511.00000,Test
8419,0.9,Ideal,H,VS2,EX,VG,GIA,4871.00000,Test
8420,1.55,Good,H,VS2,EX,EX,GIA,11364.00000,Test
8421,1.05,Ideal,I,VS2,EX,EX,GIA,5347.00000,Test
8422,1.32,Ideal,G,VS1,ID,ID,AGSL,11177.00000,Test
8423,0.92,Very Good,D,VVS2,VG,G,GIA,7150.00000,Test
8424,1.7,Very Good,G,VVS1,EX,G,GIA,18814.00000,Test
8425,2.02,Very Good,E,SI1,VG,VG,GIA,18860.00000,Test
8426,1.03,Ideal,D,VS2,VG,EX,GIA,7656.00000,Test
8427,2,Very Good,F,VS1,EX,EX,GIA,32692.00000,Test
8428,1.09,Ideal,G,SI1,VG,VG,GIA,5496.00000,Test
8429,1.03,Very Good,G,SI1,EX,EX,GIA,5132.00000,Test
8430,1,Very Good,G,VVS2,EX,EX,GIA,7528.00000,Test
8431,2.01,Very Good,G,VVS2,EX,EX,GIA,30456.00000,Test
8432,1.24,Good,G,VS1,VG,EX,GIA,8733.00000,Test
8433,0.76,Very Good,I,VS1,VG,VG,GIA,2624.00000,Test
8434,1.6,Ideal,I,VS2,VG,EX,GIA,9842.00000,Test
8435,2.17,Ideal,H,VVS1,EX,EX,GIA,27430.00000,Test
8436,1.53,Ideal,H,VS1,EX,EX,GIA,12459.00000,Test
8437,2.07,Ideal,I,VVS2,EX,EX,GIA,21441.00000,Test
8438,1.51,Very Good,F,VS2,VG,G,GIA,12846.00000,Test
8439,2.64,Very Good,I,VS1,EX,VG,GIA,26823.00000,Test
8440,2.43,Very Good,G,VS2,EX,VG,GIA,29147.00000,Test
8441,2.43,Ideal,G,VVS2,ID,ID,AGSL,35305.00000,Test
8442,0.91,Good,H,VS2,VG,VG,GIA,4309.00000,Test
8443,0.77,Very Good,G,SI1,EX,EX,GIA,2670.00000,Test
8444,2.01,Very Good,G,SI1,VG,G,GIA,17879.00000,Test
8445,0.9,Very Good,F,SI1,VG,G,GIA,4058.00000,Test
8446,1.1,Ideal,I,VS1,ID,ID,AGSL,5564.00000,Test
8447,0.9,Good,G,SI1,EX,G,GIA,3581.00000,Test
8448,1.39,Ideal,G,VVS2,ID,ID,AGSL,13092.00000,Test
8449,0.78,Very Good,D,VS1,G,EX,GIA,4234.00000,Test
8450,0.9,Very Good,H,VS1,VG,VG,GIA,4324.00000,Test
8451,2.56,Ideal,G,SI1,ID,ID,AGSL,28011.00000,Test
8452,0.9,Good,H,VVS1,VG,VG,GIA,4381.00000,Test
8453,1.52,Good,G,SI1,EX,VG,GIA,9275.00000,Test
8454,1.23,Ideal,E,VVS2,VG,VG,GIA,10920.00000,Test
8455,1.02,Very Good,E,SI1,G,G,GIA,5456.00000,Test
8456,1.24,Signature-Ideal,E,VVS2,ID,ID,AGSL,14909.00000,Test
8457,1.72,Ideal,H,VS2,EX,EX,GIA,12646.00000,Test
8458,0.93,Very Good,G,SI1,G,VG,AGSL,3933.00000,Test
8459,0.91,Very Good,E,SI1,EX,VG,GIA,4289.00000,Test
8460,0.76,Very Good,H,SI1,VG,EX,GIA,2838.00000,Test
8461,2.08,Very Good,G,VS2,VG,EX,GIA,22553.00000,Test
8462,1.1,Very Good,F,VS2,G,VG,AGSL,7272.00000,Test
8463,1.2,Ideal,F,VS2,EX,EX,GIA,9176.00000,Test
8464,1.28,Very Good,F,SI1,EX,G,GIA,6566.00000,Test
8465,0.8,Ideal,D,SI1,EX,VG,GIA,3195.00000,Test
8466,1.18,Ideal,H,IF,EX,EX,GIA,8541.00000,Test
8467,2.02,Very Good,F,VS2,EX,G,GIA,28728.00000,Test
8468,0.85,Ideal,D,SI1,VG,VG,GIA,3639.00000,Test
8469,1.01,Very Good,D,VS2,VG,VG,GIA,7067.00000,Test
8470,1.5,Very Good,E,SI1,VG,G,GIA,11325.00000,Test
8471,0.82,Very Good,D,SI1,EX,ID,AGSL,3593.00000,Test
8472,0.9,Very Good,H,VS2,G,G,GIA,4149.00000,Test
8473,1.01,Good,I,SI1,G,VG,GIA,4171.00000,Test
8474,1.13,Ideal,H,VS2,EX,VG,GIA,6045.00000,Test
8475,2.2,Ideal,H,VS2,EX,EX,GIA,23282.00000,Test
8476,1.31,Very Good,I,VS2,VG,G,GIA,6917.00000,Test
8477,2.27,Ideal,G,SI1,EX,VG,GIA,19934.00000,Test
8478,2.01,Very Good,F,VS2,VG,VG,GIA,25497.00000,Test
8479,1.09,Ideal,G,VS2,EX,EX,GIA,6912.00000,Test
8480,1.22,Very Good,D,VS1,EX,VG,GIA,9278.00000,Test
8481,2.07,Ideal,I,SI1,EX,VG,GIA,15011.00000,Test
8482,0.9,Very Good,H,VVS1,G,G,GIA,4541.00000,Test
8483,1.11,Ideal,D,IF,VG,G,GIA,18142.00000,Test
8484,2,Very Good,F,SI1,VG,VG,GIA,16580.00000,Test
8485,1.01,Very Good,D,SI1,EX,VG,GIA,5654.00000,Test
8486,0.91,Ideal,E,SI1,VG,VG,GIA,4132.00000,Test
8487,1.58,Signature-Ideal,H,VS1,EX,EX,GIA,13950.00000,Test
8488,1.01,Very Good,G,VS2,VG,VG,GIA,6019.00000,Test
8489,1.12,Signature-Ideal,G,VVS2,ID,ID,AGSL,9820.00000,Test
8490,1,Very Good,D,SI1,VG,VG,GIA,5807.00000,Test
8491,1.08,Ideal,G,VS1,EX,EX,GIA,7553.00000,Test
8492,0.9,Good,G,IF,EX,G,GIA,5797.00000,Test
8493,1.17,Ideal,F,VVS1,EX,EX,GIA,11619.00000,Test
8494,1.52,Ideal,G,VS2,EX,VG,GIA,14692.00000,Test
8495,1.11,Very Good,F,VS2,VG,VG,GIA,7651.00000,Test
8496,2.07,Ideal,G,VVS1,EX,EX,GIA,33937.00000,Test
8497,2,Good,F,SI1,VG,G,GIA,19660.00000,Test
8498,0.91,Very Good,E,SI1,EX,EX,GIA,4250.00000,Test
8499,0.79,Ideal,I,VS1,VG,EX,GIA,2800.00000,Test
8500,0.9,Very Good,G,VVS2,VG,G,GIA,5743.00000,Test
8501,2.09,Good,H,IF,G,G,GIA,22773.00000,Test
8502,1.22,Ideal,H,VS2,VG,VG,GIA,7035.00000,Test
8503,2.01,Very Good,D,VS2,VG,G,GIA,25602.00000,Test
8504,0.78,Ideal,E,SI1,G,VG,GIA,3345.00000,Test
8505,1.15,Ideal,D,VVS1,VG,VG,GIA,14405.00000,Test
8506,2.01,Very Good,F,IF,EX,EX,GIA,43578.00000,Test
8507,0.9,Good,F,SI1,VG,G,GIA,3788.00000,Test
8508,0.9,Ideal,H,VS1,EX,EX,GIA,5222.00000,Test
8509,2.04,Ideal,I,SI1,EX,EX,GIA,16718.00000,Test
8510,0.9,Ideal,I,VS1,ID,ID,AGSL,4099.00000,Test
8511,2.18,Ideal,D,VVS2,EX,EX,GIA,52425.00000,Test
8512,1,Good,E,SI1,G,G,GIA,4989.00000,Test
8513,2.05,Ideal,E,VS2,EX,EX,GIA,27318.00000,Test
8514,1.13,Ideal,G,VVS1,ID,ID,AGSL,9389.00000,Test
8515,1.56,Ideal,D,VVS2,VG,EX,GIA,22274.00000,Test
8516,2.04,Good,H,SI1,EX,EX,AGSL,15837.00000,Test
8517,2.72,Ideal,G,VS1,ID,ID,AGSL,42657.00000,Test
8518,0.85,Ideal,D,SI1,EX,EX,GIA,4373.00000,Test
8519,2.01,Fair,H,VS1,EX,VG,GIA,20157.00000,Test
8520,1.04,Signature-Ideal,D,VVS2,EX,EX,GIA,13376.00000,Test
8521,1,Good,G,SI1,VG,VG,GIA,4727.00000,Test
8522,1.54,Very Good,F,SI1,G,G,GIA,11650.00000,Test
8523,1.11,Good,G,SI1,G,VG,GIA,5473.00000,Test
8524,0.9,Good,I,VS2,VG,G,GIA,3535.00000,Test
8525,2.04,Very Good,I,SI1,G,VG,GIA,14765.00000,Test
8526,1.01,Ideal,F,VS1,EX,EX,GIA,9077.00000,Test
8527,1.03,Ideal,G,VS1,ID,ID,AGSL,7119.00000,Test
8528,1.01,Very Good,F,VS2,VG,G,GIA,6037.00000,Test
8529,2.11,Very Good,D,VVS1,EX,EX,GIA,50494.00000,Test
8530,1.51,Very Good,H,VVS1,VG,VG,GIA,12981.00000,Test
8531,1,Very Good,F,VS2,G,VG,GIA,6927.00000,Test
8532,2.07,Signature-Ideal,H,VS2,ID,ID,AGSL,25042.00000,Test
8533,0.76,Ideal,E,SI1,EX,EX,GIA,3139.00000,Test
8534,0.9,Very Good,I,VS2,VG,EX,GIA,4089.00000,Test
8535,2,Ideal,E,VVS1,VG,VG,GIA,46285.00000,Test
8536,0.9,Good,H,SI1,EX,VG,GIA,4017.00000,Test
8537,1.09,Ideal,G,VS2,VG,VG,GIA,6672.00000,Test
8538,1.08,Very Good,D,VS1,VG,G,GIA,8513.00000,Test
8539,1.71,Very Good,F,VS2,G,G,GIA,16041.00000,Test
8540,1,Good,H,SI1,VG,VG,GIA,4568.00000,Test
8541,0.91,Very Good,D,VS1,EX,VG,GIA,6327.00000,Test
8542,1.6,Ideal,G,VVS1,EX,EX,GIA,18301.00000,Test
8543,1.16,Ideal,E,SI1,EX,EX,GIA,6755.00000,Test
8544,0.75,Ideal,E,SI1,VG,EX,GIA,2993.00000,Test
8545,1.67,Very Good,D,VS2,EX,EX,GIA,19391.00000,Test
8546,1,Very Good,F,VS2,VG,G,GIA,6342.00000,Test
8547,1.5,Ideal,I,VS1,ID,ID,AGSL,10406.00000,Test
8548,1.56,Very Good,I,SI1,VG,VG,GIA,8043.00000,Test
8549,1.26,Very Good,G,VVS2,G,G,GIA,9158.00000,Test
8550,1.1,Ideal,G,VS2,ID,ID,AGSL,6972.00000,Test
8551,1,Very Good,E,VS2,EX,EX,GIA,7607.00000,Test
8552,1.13,Ideal,H,SI1,VG,VG,GIA,5648.00000,Test
8553,1.5,Very Good,E,SI1,G,G,GIA,12247.00000,Test
8554,1.11,Very Good,G,VS1,VG,EX,GIA,7661.00000,Test
8555,1.8,Ideal,G,VVS2,VG,VG,GIA,20071.00000,Test
8556,2.03,Ideal,H,VS1,EX,EX,GIA,22689.00000,Test
8557,1.01,Very Good,F,SI1,EX,VG,GIA,5354.00000,Test
8558,0.84,Very Good,H,SI1,G,VG,GIA,2847.00000,Test
8559,1.01,Very Good,H,SI1,VG,EX,GIA,4692.00000,Test
8560,1.06,Ideal,G,VS1,EX,EX,GIA,7790.00000,Test
8561,1.09,Ideal,G,VS2,EX,EX,GIA,7292.00000,Test
8562,1,Very Good,E,VS1,EX,VG,GIA,7528.00000,Test
8563,2.2,Ideal,G,VS2,G,VG,GIA,26170.00000,Test
8564,1.04,Ideal,H,SI1,EX,VG,GIA,5133.00000,Test
8565,1.03,Good,F,SI1,G,G,GIA,5029.00000,Test
8566,1,Very Good,G,VS1,EX,EX,GIA,6867.00000,Test
8567,1.21,Very Good,I,SI1,G,VG,GIA,5809.00000,Test
8568,1.2,Very Good,I,VS2,VG,G,GIA,6098.00000,Test
8569,1.24,Signature-Ideal,I,VS2,ID,ID,AGSL,7710.00000,Test
8570,1.01,Ideal,I,SI1,VG,VG,GIA,4595.00000,Test
8571,1,Very Good,G,VS2,EX,EX,GIA,6449.00000,Test
8572,2.26,Ideal,D,VS2,EX,EX,GIA,29273.00000,Test
8573,1,Very Good,F,VS2,EX,VG,GIA,6145.00000,Test
8574,1.14,Ideal,F,VS2,ID,ID,AGSL,7819.00000,Test
8575,1.37,Ideal,G,VVS2,ID,ID,AGSL,12207.00000,Test
8576,1.01,Good,D,SI1,VG,VG,GIA,5608.00000,Test
8577,1.26,Ideal,H,VVS2,ID,ID,AGSL,8941.00000,Test
8578,1.45,Very Good,E,SI1,VG,VG,GIA,9925.00000,Test
8579,1.24,Very Good,I,SI1,VG,VG,GIA,6075.00000,Test
8580,1.09,Ideal,H,VS2,VG,VG,GIA,6453.00000,Test
8581,1.13,Ideal,G,VVS2,VG,VG,GIA,10007.00000,Test
8582,1.14,Very Good,H,VS2,G,VG,GIA,6183.00000,Test
8583,1.01,Fair,G,SI1,VG,VG,GIA,4262.00000,Test
8584,0.9,Very Good,F,VS1,G,G,GIA,5071.00000,Test
8585,0.91,Good,H,SI1,G,G,GIA,3622.00000,Test
8586,1.51,Good,E,VS2,VG,VG,GIA,13998.00000,Test
8587,2.03,Ideal,I,SI1,VG,VG,GIA,14548.00000,Test
8588,0.77,Ideal,I,VVS1,VG,ID,AGSL,3055.00000,Test
8589,2.04,Ideal,E,VS1,ID,ID,AGSL,35101.00000,Test
8590,1.11,Ideal,F,VS2,EX,EX,GIA,7823.00000,Test
8591,1.7,Very Good,G,VS2,VG,VG,GIA,16086.00000,Test
8592,0.8,Very Good,H,SI1,VG,VG,GIA,2773.00000,Test
8593,1.02,Ideal,F,SI1,EX,EX,GIA,5773.00000,Test
8594,0.76,Ideal,H,VS2,EX,EX,GIA,3008.00000,Test
8595,2,Very Good,H,SI1,EX,VG,GIA,17413.00000,Test
8596,1.51,Ideal,E,VS2,VG,VG,GIA,13986.00000,Test
8597,1.01,Very Good,I,SI1,VG,EX,GIA,4475.00000,Test
8598,1.04,Very Good,I,SI1,G,VG,GIA,4190.00000,Test
8599,1.02,Good,H,SI1,EX,VG,AGSL,4654.00000,Test
8600,1.07,Ideal,G,VVS2,ID,ID,AGSL,8212.00000,Test
8601,1.51,Very Good,D,SI1,EX,VG,GIA,11809.00000,Test
8602,1.01,Very Good,E,SI1,G,VG,GIA,5288.00000,Test
8603,0.76,Ideal,H,VS1,VG,VG,GIA,3101.00000,Test
8604,2.03,Ideal,F,VS2,EX,EX,GIA,27729.00000,Test
8605,1.09,Ideal,G,VS1,EX,EX,GIA,7168.00000,Test
8606,0.93,Ideal,H,VS2,EX,EX,GIA,5065.00000,Test
8607,2,Good,F,SI1,VG,G,GIA,17869.00000,Test
8608,1.01,Very Good,I,VVS2,VG,VG,GIA,5322.00000,Test
8609,1.02,Good,H,VS2,EX,EX,AGSL,5370.00000,Test
8610,1.15,Signature-Ideal,I,SI1,EX,EX,GIA,6300.00000,Test
8611,0.9,Very Good,E,SI1,VG,VG,GIA,4315.00000,Test
8612,0.91,Very Good,G,VVS2,G,VG,GIA,4937.00000,Test
8613,1.11,Ideal,F,VVS2,EX,EX,GIA,10711.00000,Test
8614,1.11,Very Good,G,VVS2,VG,G,GIA,8711.00000,Test
8615,1.05,Ideal,D,SI1,VG,VG,GIA,6196.00000,Test
8616,2.02,Ideal,G,SI1,VG,VG,GIA,21610.00000,Test
8617,1,Good,G,VS2,EX,G,GIA,5002.00000,Test
8618,1,Very Good,E,SI1,VG,G,GIA,5408.00000,Test
8619,1.51,Very Good,I,SI1,G,EX,GIA,8109.00000,Test
8620,0.92,Ideal,D,VS1,VG,VG,GIA,6466.00000,Test
8621,1.25,Ideal,G,VVS1,EX,EX,GIA,10852.00000,Test
8622,1.06,Ideal,G,VS2,VG,EX,GIA,6570.00000,Test
8623,1.13,Very Good,H,SI1,G,VG,GIA,5069.00000,Test
8624,1.03,Ideal,F,VS2,VG,VG,GIA,6682.00000,Test
8625,0.91,Very Good,D,SI1,G,VG,GIA,4272.00000,Test
8626,1.2,Ideal,H,SI1,ID,ID,AGSL,6578.00000,Test
8627,0.8,Ideal,H,SI1,EX,EX,GIA,2997.00000,Test
8628,2.16,Ideal,H,SI1,EX,EX,AGSL,18943.00000,Test
8629,1.21,Ideal,E,VVS1,VG,G,GIA,13595.00000,Test
8630,2.73,Ideal,I,VS2,ID,ID,AGSL,25137.00000,Test
8631,0.9,Very Good,D,SI1,VG,G,GIA,4438.00000,Test
8632,1,Very Good,G,VS1,EX,EX,GIA,6699.00000,Test
8633,1.03,Good,F,VS2,G,G,GIA,5439.00000,Test
8634,1.52,Good,F,VS1,EX,VG,GIA,15698.00000,Test
8635,1.21,Very Good,G,IF,VG,VG,GIA,10327.00000,Test
8636,1.59,Very Good,I,SI1,EX,VG,GIA,8665.00000,Test
8637,1.05,Ideal,E,VVS2,VG,VG,GIA,10325.00000,Test
8638,1.01,Ideal,I,VS2,ID,ID,AGSL,4887.00000,Test
8639,1.01,Ideal,E,VVS1,EX,G,GIA,10789.00000,Test
8640,1.05,Ideal,H,VS2,VG,VG,GIA,5633.00000,Test
8641,0.81,Fair,G,VVS2,G,G,AGSL,3323.00000,Test
8642,1.88,Very Good,E,SI1,VG,G,GIA,17094.00000,Test
8643,1.08,Ideal,G,IF,ID,ID,AGSL,9475.00000,Test
8644,1.23,Ideal,D,VS2,EX,EX,GIA,10152.00000,Test
8645,1.2,Ideal,H,VS1,VG,EX,GIA,7374.00000,Test
8646,1.01,Ideal,F,SI1,VG,VG,GIA,5448.00000,Test
8647,1.03,Ideal,D,VVS2,VG,VG,GIA,11103.00000,Test
8648,2.01,Ideal,E,VS1,EX,EX,GIA,28936.00000,Test
8649,1.07,Ideal,G,VS1,EX,EX,GIA,7485.00000,Test
8650,1.01,Very Good,G,VS2,EX,EX,GIA,5747.00000,Test
8651,1.69,Ideal,I,VS2,ID,ID,AGSL,13645.00000,Test
8652,1.7,Very Good,G,VS1,EX,VG,GIA,17219.00000,Test
8653,0.77,Very Good,G,VS2,VG,EX,GIA,2871.00000,Test
8654,0.9,Good,G,SI1,VG,VG,GIA,3701.00000,Test
8655,1,Very Good,G,VS2,VG,G,GIA,5600.00000,Test
8656,2.02,Ideal,H,SI1,VG,VG,GIA,17198.00000,Test
8657,0.86,Ideal,D,SI1,VG,EX,GIA,3709.00000,Test
8658,1.01,Ideal,G,VVS2,ID,ID,AGSL,7941.00000,Test
8659,1.03,Ideal,F,VS1,VG,VG,GIA,7196.00000,Test
8660,2.53,Signature-Ideal,I,VS2,ID,ID,AGSL,27141.00000,Test
8661,0.9,Good,E,SI1,VG,G,GIA,4173.00000,Test
8662,2.02,Very Good,F,VS2,G,VG,GIA,26678.00000,Test
8663,1.63,Ideal,F,SI1,ID,ID,AGSL,13363.00000,Test
8664,0.92,Good,H,VS1,VG,VG,AGSL,4116.00000,Test
8665,2.61,Ideal,G,VS2,VG,VG,GIA,38394.00000,Test
8666,1,Good,F,SI1,VG,G,GIA,4961.00000,Test
8667,1,Very Good,F,VVS2,VG,EX,GIA,8772.00000,Test
8668,1.02,Very Good,G,SI1,VG,VG,GIA,5120.00000,Test
8669,2.06,Ideal,H,SI1,EX,EX,GIA,16866.00000,Test
8670,1.54,Ideal,G,VS1,EX,EX,GIA,13846.00000,Test
8671,0.9,Very Good,D,SI1,EX,G,GIA,4405.00000,Test
8672,2.06,Ideal,I,SI1,EX,EX,GIA,16960.00000,Test
8673,1.02,Very Good,E,VS1,G,G,GIA,7738.00000,Test
8674,1.52,Fair,G,VS1,EX,EX,AGSL,12709.00000,Test
8675,1.08,Signature-Ideal,H,VS1,ID,ID,AGSL,7397.00000,Test
8676,0.82,Ideal,F,SI1,VG,EX,GIA,3251.00000,Test
8677,1.2,Very Good,H,VS1,G,VG,GIA,6713.00000,Test
8678,2,Ideal,D,SI1,EX,EX,GIA,23878.00000,Test
8679,0.95,Ideal,F,SI1,EX,EX,GIA,6291.00000,Test
8680,0.9,Good,D,SI1,EX,EX,GIA,4419.00000,Test
8681,1.71,Very Good,I,VS1,VG,VG,GIA,11855.00000,Test
8682,1.01,Good,D,VS2,VG,VG,GIA,6617.00000,Test
8683,1.16,Ideal,G,VVS1,EX,EX,GIA,9295.00000,Test
8684,1.51,Ideal,I,SI1,EX,EX,GIA,8815.00000,Test
8685,2.12,Signature-Ideal,I,VVS2,ID,ID,AGSL,24586.00000,Test
8686,1.06,Good,G,VS2,G,G,GIA,6313.00000,Test
8687,2,Very Good,H,SI1,VG,VG,GIA,17247.00000,Test
8688,0.9,Very Good,H,VS2,VG,VG,GIA,4721.00000,Test
8689,1.7,Very Good,F,VS2,VG,VG,GIA,17969.00000,Test
8690,2.02,Good,H,VVS1,VG,G,GIA,22814.00000,Test
8691,2.17,Very Good,I,SI1,VG,G,GIA,15678.00000,Test
8692,1.01,Good,F,SI1,VG,VG,GIA,5067.00000,Test
8693,1.1,Ideal,I,SI1,EX,EX,GIA,5037.00000,Test
8694,1.31,Ideal,G,VS1,ID,ID,AGSL,11099.00000,Test
8695,2.01,Ideal,F,VS2,EX,EX,GIA,29748.00000,Test
8696,2.01,Very Good,D,VS2,EX,VG,GIA,27127.00000,Test
8697,1.06,Ideal,I,VS1,EX,EX,GIA,5577.00000,Test
8698,1.02,Very Good,E,SI1,EX,VG,GIA,7277.00000,Test
8699,0.85,Ideal,I,VS1,G,G,AGSL,3035.00000,Test
8700,1.02,Ideal,F,VS1,ID,ID,AGSL,7786.00000,Test
8701,2.04,Very Good,E,VVS1,VG,VG,GIA,47740.00000,Test
8702,1.69,Very Good,I,VVS2,VG,VG,GIA,11591.00000,Test
8703,1,Good,I,SI1,EX,VG,GIA,4496.00000,Test
8704,1.2,Ideal,H,VS1,ID,ID,AGSL,8275.00000,Test
8705,1.2,Very Good,G,IF,EX,VG,GIA,10497.00000,Test
8706,1.23,Ideal,D,IF,EX,EX,GIA,22278.00000,Test
8707,1.2,Very Good,I,VS2,G,VG,GIA,5724.00000,Test
8708,2.01,Very Good,I,VS2,VG,VG,GIA,16526.00000,Test
8709,2,Very Good,G,VS2,VG,VG,GIA,24293.00000,Test
8710,1.54,Ideal,G,VS1,ID,ID,AGSL,14899.00000,Test
8711,2.2,Signature-Ideal,H,VS1,ID,ID,AGSL,27816.00000,Test
8712,1.28,Very Good,I,VVS1,EX,EX,GIA,7689.00000,Test
8713,1.02,Very Good,D,IF,VG,G,GIA,16720.00000,Test
8714,1.31,Ideal,G,VS1,EX,G,GIA,10099.00000,Test
8715,2.08,Ideal,F,VS2,EX,EX,GIA,29033.00000,Test
8716,2.31,Ideal,I,VVS2,VG,EX,GIA,25961.00000,Test
8717,0.75,Ideal,E,SI1,EX,VG,GIA,3053.00000,Test
8718,1.11,Very Good,G,SI1,EX,EX,GIA,6277.00000,Test
8719,2.19,Ideal,F,VS1,VG,EX,GIA,35589.00000,Test
8720,2.58,Very Good,D,IF,EX,EX,GIA,92584.00000,Test
8721,2.63,Signature-Ideal,I,SI1,ID,ID,AGSL,26134.00000,Test
8722,2.01,Ideal,F,VS1,EX,EX,GIA,34538.00000,Test
8723,1.2,Ideal,G,VS2,EX,VG,GIA,8607.00000,Test
8724,2,Very Good,G,VS2,EX,EX,GIA,23827.00000,Test
8725,1.05,Very Good,H,SI1,G,VG,GIA,5084.00000,Test
8726,1.04,Signature-Ideal,E,SI1,EX,EX,GIA,7208.00000,Test
8727,1.05,Ideal,H,SI1,VG,G,GIA,5200.00000,Test
8728,2.09,Good,D,VS2,VG,VG,GIA,28586.00000,Test
8729,1.01,Ideal,G,VS1,EX,EX,GIA,7305.00000,Test
8730,1.21,Very Good,G,SI1,VG,G,GIA,6190.00000,Test
8731,1.01,Ideal,F,VVS1,EX,EX,GIA,10925.00000,Test
8732,1,Very Good,H,SI1,EX,EX,GIA,4953.00000,Test
8733,1.07,Ideal,D,VS1,EX,EX,GIA,9077.00000,Test
8734,1.32,Ideal,H,SI1,VG,VG,GIA,7405.00000,Test
8735,1.32,Good,I,VS2,VG,VG,GIA,6437.00000,Test
8736,1.76,Ideal,H,VS2,VG,EX,GIA,14749.00000,Test
8737,1.05,Signature-Ideal,H,SI1,ID,ID,AGSL,6255.00000,Test
8738,1.08,Very Good,I,VS2,VG,VG,GIA,4913.00000,Test
8739,1.04,Ideal,G,VS1,EX,VG,GIA,7294.00000,Test
8740,1.51,Ideal,I,SI1,EX,EX,GIA,10232.00000,Test
8741,0.78,Ideal,E,VVS2,EX,VG,GIA,4510.00000,Test
8742,0.98,Ideal,H,SI1,VG,EX,GIA,4464.00000,Test
8743,1.01,Good,G,VS2,VG,VG,GIA,5530.00000,Test
8744,1.01,Very Good,F,SI1,EX,EX,GIA,5010.00000,Test
8745,1.12,Ideal,G,IF,EX,EX,GIA,10560.00000,Test
8746,0.75,Ideal,E,VS2,VG,VG,GIA,3435.00000,Test
8747,1.26,Very Good,G,SI1,EX,EX,GIA,6733.00000,Test
8748,1.53,Signature-Ideal,I,VS2,ID,ID,AGSL,11434.00000,Test
8749,1.21,Very Good,F,VVS2,VG,VG,GIA,11455.00000,Test
8750,2.27,Ideal,H,VS1,VG,VG,GIA,28737.00000,Test
8751,0.81,Ideal,H,VVS2,VG,EX,GIA,3497.00000,Test
8752,1.11,Ideal,G,VVS2,VG,VG,GIA,8843.00000,Test
8753,1.24,Very Good,I,VS2,VG,VG,GIA,5998.00000,Test
8754,1.02,Very Good,H,SI1,VG,G,GIA,5047.00000,Test
8755,1.05,Ideal,E,VVS2,EX,EX,GIA,9843.00000,Test
8756,1.13,Ideal,F,VS1,EX,EX,GIA,10016.00000,Test
8757,1.02,Very Good,D,IF,EX,G,GIA,15306.00000,Test
8758,2.02,Ideal,H,VS2,ID,ID,AGSL,21353.00000,Test
8759,0.91,Very Good,H,VS2,EX,EX,GIA,4137.00000,Test
8760,1.01,Very Good,D,VVS1,EX,VG,GIA,11790.00000,Test
8761,2,Very Good,I,VS2,VG,VG,GIA,16459.00000,Test
8762,1.32,Very Good,F,VVS2,EX,EX,GIA,12736.00000,Test
8763,1.01,Good,F,VS2,VG,G,GIA,6089.00000,Test
8764,0.9,Very Good,H,VS2,VG,G,GIA,4178.00000,Test
8765,1.01,Very Good,F,VS2,EX,VG,GIA,6118.00000,Test
8766,0.75,Very Good,I,SI1,VG,VG,GIA,2300.00000,Test
8767,2.17,Ideal,D,SI1,VG,EX,GIA,24097.00000,Test
8768,1.51,Ideal,F,VS1,EX,EX,GIA,16363.00000,Test
8769,1.01,Good,F,VVS2,EX,VG,GIA,7001.00000,Test
8770,1.71,Ideal,H,VS1,EX,EX,GIA,14721.00000,Test
8771,1.01,Very Good,F,SI1,VG,VG,GIA,5220.00000,Test
8772,1.01,Very Good,H,SI1,EX,EX,GIA,5172.00000,Test
8773,0.81,Ideal,E,VS2,VG,VG,GIA,3975.00000,Test
8774,0.83,Ideal,E,SI1,EX,EX,GIA,3837.00000,Test
8775,1,Fair,F,VS2,EX,G,GIA,5658.00000,Test
8776,0.9,Good,G,SI1,VG,VG,GIA,3669.00000,Test
